17
11.776828 13.870221
10.880370 18.377018
8.327475 22.197696
4.506797 24.750591
0.000000 25.647049
-4.506797 24.750591
-8.327475 22.197696
-10.880370 18.377018
-11.776828 13.870221
-10.880370 9.363424
-8.327475 5.542746
-4.506797 2.989851
-0.000000 2.093393
4.506797 2.989851
8.327475 5.542746
10.880370 9.363424
11.776828 13.870221
17
0.405559 3.189518
0.483545 3.192765
0.561506 3.196580
0.639436 3.200965
0.717333 3.205920
0.795191 3.211442
0.873007 3.217533
0.950776 3.224193
1.028494 3.231420
1.106158 3.239214
1.183762 3.247575
1.261304 3.256503
1.338778 3.265997
1.416181 3.276056
1.493508 3.286681
1.570756 3.297869
1.647920 3.309622
2
1.987735 4.485747
1.987735 3.706575
2
0.000000 3.832779
0.157905 3.360773
2
0.000000 3.832779
-0.157905 3.360773
17
0.157905 3.360773
0.165069 3.341912
0.173725 3.323688
0.183815 3.306217
0.195276 3.289613
0.208032 3.273983
0.222002 3.259427
0.237096 3.246040
0.253216 3.233907
0.270257 3.223108
0.288111 3.213712
0.306661 3.205780
0.325789 3.199362
0.345370 3.194501
0.365277 3.191228
0.385384 3.189563
0.405559 3.189518
17
-0.405559 3.189518
-0.385384 3.189563
-0.365277 3.191228
-0.345370 3.194501
-0.325789 3.199362
-0.306661 3.205780
-0.288111 3.213712
-0.270257 3.223108
-0.253216 3.233907
-0.237096 3.246040
-0.222002 3.259427
-0.208032 3.273983
-0.195276 3.289613
-0.183815 3.306217
-0.173725 3.323688
-0.165069 3.341912
-0.157905 3.360773
17
1.647920 3.309622
1.682762 3.316650
1.716847 3.326730
1.749907 3.339784
1.781684 3.355708
1.811929 3.374379
1.840406 3.395649
1.866892 3.419354
1.891178 3.445306
1.913076 3.473304
1.932413 3.503127
1.949039 3.534543
1.962823 3.567305
1.973658 3.601157
1.981458 3.635835
1.986163 3.671066
1.987735 3.706575
17
-1.647920 3.309622
-1.570756 3.297869
-1.493508 3.286681
-1.416181 3.276056
-1.338778 3.265997
-1.261304 3.256503
-1.183762 3.247575
-1.106158 3.239214
-1.028494 3.231420
-0.950776 3.224193
-0.873007 3.217533
-0.795191 3.211442
-0.717333 3.205920
-0.639436 3.200965
-0.561506 3.196580
-0.483545 3.192765
-0.405559 3.189518
2
-1.987735 4.485747
-1.987735 3.706575
17
-1.987735 3.706575
-1.986163 3.671066
-1.981458 3.635835
-1.973658 3.601157
-1.962823 3.567305
-1.949039 3.534543
-1.932413 3.503127
-1.913076 3.473304
-1.891178 3.445306
-1.866892 3.419354
-1.840406 3.395649
-1.811929 3.374379
-1.781684 3.355708
-1.749907 3.339784
-1.716847 3.326730
-1.682762 3.316650
-1.647920 3.309622
2
0.318972 9.851996
0.318972 4.596517
2
-0.318972 9.851996
-0.318972 4.596517
17
0.318972 9.851996
0.312843 9.914224
0.294692 9.974061
0.265216 10.029207
0.225547 10.077543
0.177211 10.117211
0.122065 10.146688
0.062228 10.164839
0.000000 10.170968
-0.062228 10.164839
-0.122065 10.146688
-0.177211 10.117211
-0.225547 10.077543
-0.265216 10.029207
-0.294692 9.974061
-0.312843 9.914224
-0.318972 9.851996
17
-0.318972 4.596517
-0.312843 4.534288
-0.294692 4.474451
-0.265216 4.419305
-0.225547 4.370969
-0.177211 4.331301
-0.122065 4.301825
-0.062228 4.283674
-0.000000 4.277545
0.062228 4.283674
0.122065 4.301825
0.177211 4.331301
0.225547 4.370969
0.265216 4.419305
0.294692 4.474451
0.312843 4.534288
0.318972 4.596517
17
1.289778 8.664817
1.283836 8.440988
1.278515 8.217142
1.273813 7.993283
1.269731 7.769412
1.266270 7.545530
1.263428 7.321640
1.261207 7.097743
1.259606 6.873840
1.258625 6.649934
1.258264 6.426025
1.258523 6.202117
1.259402 5.978210
1.260902 5.754307
1.263021 5.530409
1.265761 5.306517
1.269121 5.082634
17
1.269121 5.082634
1.272766 5.016151
1.283670 4.950467
1.301700 4.886371
1.326640 4.824636
1.358190 4.766002
1.395970 4.711176
1.439527 4.660817
1.488336 4.615529
1.541811 4.575859
1.599308 4.542282
1.660136 4.515203
1.723563 4.494948
1.788827 4.481760
1.855142 4.475797
1.921712 4.477131
1.987735 4.485747
17
4.927921 4.385629
4.997052 4.421869
5.065917 4.458612
5.134511 4.495858
5.202831 4.533603
5.270874 4.571846
5.338636 4.610585
5.406114 4.649818
5.473302 4.689543
5.540199 4.729757
5.606801 4.770459
5.673104 4.811646
5.739104 4.853316
5.804797 4.895466
5.870182 4.938096
5.935253 4.981202
6.000008 5.024782
2
3.957458 5.131916
4.419003 4.504155
2
5.945720 5.783277
6.098094 5.309456
2
5.945720 5.783277
6.352535 5.496528
17
6.000008 5.024782
6.016236 5.036769
6.031449 5.050020
6.045550 5.064450
6.058446 5.079965
6.070055 5.096466
6.080302 5.113845
6.089120 5.131991
6.096454 5.150786
6.102254 5.170110
6.106485 5.189836
6.109118 5.209839
6.110137 5.229988
6.109535 5.250155
6.107316 5.270207
6.103494 5.290017
